#GC	Depth
48	99.62
44.8	88.4
49	79.01
48.4	93.42
47.6	83.22
41.4	97.91
46.6	82.15
44.8	67.49
45.6	64.18
43	76.17
48.2	102.74
40.2	71.46
43.8	68.81
44.4	77.62
47.4	101.06
40.8	87.82
44.6	84.7
46.8	95.15
45.2	80.53
45	81.5
49.8	120.55
50.6	104.28
48.4	99.31
48.8	92.01
51.4	100.03
47.8	112.67
48.4	101.92
45.2	80.49
51.8	134.05
46.2	89.29
46.8	103.55
46	87.29
43.4	87.4
44.8	78.1
42.2	83.36
46	82.56
45.8	82.91
38.6	90.58
42.4	82.22
36.8	73.44
45.4	95
46.2	85.49
35.8	51.93
40.4	74.68
41.2	63.5
42.8	70.73
40	69.65
40.4	60.39
42	68.64
44.8	72.78
45.8	80.99
43.8	84.94
43.2	82.15
43.8	71.47
37	61.7
46	68.59
45.6	88.32
45.8	71.01
49.2	99.06
45.8	85.96
40.6	66.95
36.6	62.88
44	76.92
47.4	84
41	81.15
41.8	77.65
42.4	72.95
43	78.8
41.8	74.09
42.4	67.57
43.8	93.74
45	83.48
43.8	86.21
44.8	91.21
44.6	79.05
37.2	74
39	79.5
44.2	81.71
45.2	85.95
45	87.27
42.6	84.59
43.6	78.68
42.4	70.36
45	78.32
42	82.71
42	67.34
43.6	78.52
37.8	55.65
34.8	54.98
46.4	85.17
47	86.46
44	72.88
44.2	85.44
45.8	86.73
44.2	96.51
42.6	91.2
43.2	88.07
44.2	90.02
45.4	80.36
45.8	87.49
43.4	90.8
44	97.39
47.2	97.95
42	78.23
43	82.02
43.4	92.43
43.4	94.19
42.6	88.41
44.8	82.17
43	65.47
36.4	63.73
43.2	69.53
39.2	69.79
41.6	71.7
45.6	85.85
46.8	81.67
47.4	99.2
37.4	69.95
46.2	74.16
45.6	87.12
46	98.25
45.6	109.65
40.2	65.32
46	82.94
44.6	83.25
44.4	98.26
39	75.89
40.4	73.8
39.8	89.67
40	72.38
40.8	76.84
45.6	86.34
44.6	90.32
43.6	70.38
46.6	73.19
45.8	75.12
44.6	70.95
42.4	84.93
44.4	84.51
43.4	93.07
44.8	84.99
49.2	90.69
43.2	75.39
46.4	97.43
46	80.08
42.4	96.39
44.6	92
41.6	75.34
45.2	73.97
43	96.07
45.2	99.99
42.8	73.51
48.2	74
43.6	74.6
46.2	90.35
46.4	91.05
47	93.44
44	91.32
45.4	89.07
44.8	78.16
41.8	86.26
45.6	88.1
47	89.78
46	64.67
48	89.82
45.2	78.23
49.4	85.38
44.2	81.71
42.8	84.22
46.8	89.47
44.4	63.91
45	78.76
46.6	88.72
47.2	82.17
39.2	58.06
40.8	76.31
43.2	92.41
48.2	85.49
41.8	84.12
43.4	75.14
43	92.53
46	82.13
45.8	80.03
43.2	70.06
38.2	61.56
46.2	78.11
45.8	104.56
47.8	96.23
42	66.51
43	78.51
45.4	85.45
41.6	64.85
47	91.63
41.2	80.92
49.2	98.48
49	78.8
48.2	90.75
47.8	85
40.4	64.05
37.2	65.75
47.2	76.03
44.8	69.19
41.2	77.71
42	83.31
45	95.24
43.6	83.28
40.4	84.43
50.4	78.45
41.4	73.3
43.6	78.36
38.6	71.32
45	69.99
45.2	77.12
41	71.85
45.2	75.61
45	83.79
44	86.03
42.6	82.11
34.2	40.62
31.6	59.04
38.4	75.37
47	95.77
46.6	87.19
39	67.46
43.4	87.41
40.4	68.4
45	93.19
46	81.14
46.4	84.38
45.2	87.11
43.4	91.71
49	88.4
45	94.99
44	76.47
40.4	78.56
49.4	62.85
51.6	88.59
44.6	75.15
50.4	86.67
46.2	83.26
45.6	95.29
44.6	93.02
45.2	78.25
44.8	85.17
48.2	87.33
43.6	67.99
44.8	85.43
49	106.5
45.6	93.83
51.6	105.07
48.8	83.8
49.8	100.71
43.8	94.01
50	90.5
47.8	98.8
52	73.08
48.6	83.28
45.4	84.53
41.4	59.22
43.6	67.62
39.6	70.42
40.8	73.66
38.8	59.84
40	70.62
40.6	63.53
41.4	65.39
44	69.6
46	81.82
46.4	82.82
40.6	61.79
50.8	88.41
46.6	103.23
47.8	87.5
47.8	88.72
43	73.21
40.4	73.38
42.2	80.61
43	89.86
47	78.73
42.4	78.51
43.6	75.6
43.4	90.4
41.8	84.5
46.2	75.09
41.6	70.05
46.6	75.66
49	88.05
48	90.05
48	89.37
42.6	59.78
44	83.82
46.6	98.36
43.2	79.54
44.2	87.35
40.4	79.09
42	76.84
42.4	79.77
42.6	71.19
43.8	93.75
42.2	86.93
40.2	76.27
43.8	72.26
36.2	65.3
46.4	84.05
45.6	93.81
35.4	69.5
39	60.11
42.8	88.54
43.2	92.88
39.4	90.25
45.4	81.67
43.8	70.84
46.2	93.81
46.4	86.13
50.6	99.88
46.6	93.54
48.4	92.63
45.4	94.6
45.2	105.61
48.6	93.59
45.8	72.38
49.2	99.68
53	115.89
47	82.05
46.4	97.9
38.6	64.7
43.4	79.33
46.4	82.26
44.8	75.61
43	79.02
44	84.66
41.6	75.19
46.6	98.29
44.8	91.18
45.8	97.47
41.6	81.88
44.4	77.92
44	74.55
44.6	67.47
41.6	72.86
46.2	70.6
45.8	83.16
37.2	68.19
43.8	84.37
44	61.75
44.6	85.78
43.8	91.55
48	107.78
43.2	75.45
40.2	65.78
47.2	52.33
38.8	61.95
38.6	64.63
45.6	75.75
47	88.8
46	85.13
46.2	88.31
46.4	91.16
45.8	86.86
43.6	73.71
48.2	105.89
43.6	87.19
49.4	96.44
44	85.3
43.4	79.12
40	76.32
46.4	78.85
42	72.7
45	71.73
46.8	80.5
43	84.58
43	83.9
43.6	74.25
44.4	77.22
45.6	104.26
45.8	95.45
46.2	93.16
43.4	86.67
36.4	71.5
44.8	80.1
41.8	88.19
46.2	95.4
45.6	96.61
46.4	108.85
47.6	83.23
45.4	86.98
43.6	84.88
45.4	79.82
43.4	73.45
44.2	81.11
49	91.42
50.4	76.5
38	70.83
42.2	79.51
47.2	95.3
47.2	90.73
44.4	87.33
48.8	91.25
45.4	92.97
52.2	97.51
45.6	91.61
46.8	91.79
39.8	77.82
37.8	59.95
40.2	68.84
42.6	78.09
42.2	85.26
48.4	97.4
46.2	87.59
47.4	86.12
46.8	94.39
48	97.99
46.2	88.58
48.8	90.15
49	94.94
47.8	84.18
41.8	78.42
43.4	79.63
43	82.49
41.4	75.62
45.6	82.98
48.2	101.63
44.8	78.55
40.8	74.93
41	74.81
36.8	53.8
45.8	67.07
46.4	69.7
43.4	88.52
44.4	82.55
47.8	104.92
42.6	73.05
42.8	75.9
44.6	86.86
44.4	83.36
45.8	73.97
46.8	84.57
36.4	57.8
44.2	91.69
48.2	90.03
48.8	93.14
37	58.63
48	106.08
46.4	89
47.6	114.21
46.6	88.59
44.4	76.13
46	76.05
47.8	81.94
45.6	87.02
42.6	78.55
40.8	79.5
42	76.58
45	80.48
47.6	84.29
39.4	60.96
39.2	66.51
43.4	89.42
50.8	85.67
43.8	93.07
41.6	76.12
45.4	76.3
48	90.67
48.4	91.58
40.8	78.48
45.4	80.09
45.4	81.42
46	78.02
42.4	70.75
41	67.12
39.2	62.63
42	63.59
37.8	69.22
40.8	70.06
40	75.21
51	87.39
45.4	67.69
41.6	66.54
45	96.53
43.6	76.61
33.2	55.18
43	70.32
40	73.41
40.8	68.35
42.6	68.4
46.2	75.73
41.8	80.8
48.4	89.86
48	88.57
48.2	88.7
42.2	91
49	92.84
47.2	90.18
45.6	95.45
37	72.43
44.8	91.57
46.4	81.93
46.2	86
47.6	69.49
50	91.2
44.6	79.4
46.6	79.39
46	91.94
41.4	82.2
44.2	84.95
43.6	76.08
45	79.02
42	71.15
38	65.19
38.6	56.21
41.8	68.99
40	73.62
43.8	80.65
41.6	65.67
44.2	77.91
48.2	44.4
43.6	68.11
44.8	75.96
46.2	87.37
42.6	83.18
48	114.83
44.2	95.85
45.6	90.36
47.2	95.51
47	97.83
43	89.75
46	97.58
47.2	85.5
48.8	90.4
45.4	102.25
43.6	89.21
44.4	77.88
43	75.84
45.8	105.72
51.4	95.12
49	102.44
48.8	86.07
41	70.82
43.6	89.93
46.4	87.46
42.6	88.8
45.6	73.73
48.2	84.81
45.8	81.73
48.4	86.13
47.4	87.94
48	88.67
46.6	93.1
44.6	94.51
43.4	76.47
41.6	76
45.8	103.61
43.2	81.94
39.2	55.1
46.8	95.32
45.2	95.85
48.2	99.75
43	85.42
45.8	102.05
48.8	97.21
43.2	93.61
41.2	79.91
43	84.38
48	96.51
47	90.14
42	87.09
48.2	94.35
43.2	79.75
46.2	90.05
48.2	93.79
46.2	92.88
47	77.84
49	96.02
48.6	83.49
40.2	81.62
46.8	109.67
45.6	89.67
43.2	103.92
41.8	91.36
45.4	83.93
44.6	107.04
48.8	100.11
45.4	88.43
42.8	87.31
49.4	100.32
44.2	94.98
47.2	105.32
45.6	94.74
45.6	93.37
47.4	111.55
44	89.1
42.6	91.47
45.4	88.24
40.4	97.23
46.6	93.8
45.6	76.46
41.8	94.84
44.2	93.44
49.4	96.86
46.6	88.07
48	92.14
42.6	81.88
45.2	106.34
44	87.42
45	70.88
50.4	84.28
45.6	95.41
44.6	81.38
37.2	66.49
46.6	91.59
46.4	94.8
42.4	64.03
45.8	74.24
45.2	88.11
48.8	96.38
43.8	94.25
41.4	83.67
47	88.92
44.4	77.49
48.6	96.6
48.4	100.08
51	98.27
42.2	66.49
44.4	79.65
48.8	100.95
44.2	86.65
44.6	93.79
43.2	84.12
47.4	108.1
51	104.45
42.8	89.29
44.4	96.77
46.2	100.88
50.2	112.38
46.4	86.1
45	87.13
45.2	88.47
46.8	105.44
50.6	97.56
47.6	103.8
39.6	91.19
40.6	73.29
45.8	89.67
43.6	68.7
45.8	65.97
41	87.27
47.4	106.26
44.6	77.29
36.4	59.48
33.8	53.31
45	96.37
47.2	90.7
46.2	90.65
43.2	91.65
37.8	75.51
43.2	79.72
48.6	86.99
39.2	71.85
45.6	73.03
43.2	86.75
46.8	100.23
43.4	72.59
41.2	85.88
44.4	87.46
44.4	86.44
50.2	106.91
48	108.59
47.4	107.73
51.2	114.98
51.6	114.07
49.4	95.69
46	100.78
37.6	80.76
44.6	75.3
43.2	95.2
50.4	95.27
41.6	70.26
44	81.39
47	70.72
46.6	91.17
47.2	82.25
46.6	84.58
36.4	54.33
42.2	67.32
37.6	76.19
38.8	68.5
38	78.02
43.4	79.43
42.4	84.9
43.4	76.21
47.8	101.19
49	87.93
46.4	91.78
47.2	112.79
43.6	96.85
44.6	93.75
39.8	73.7
48	78.4
44.8	79.83
32.2	46.36
42.8	76.65
41	87.12
47.8	86.51
37.2	76.94
43.8	104.14
45.6	92.89
42.6	81.5
43.6	78.3
41.8	105.14
47	106.17
42.8	79.79
39	86.04
43	69.19
42.8	79.37
43.6	78.17
49	75.92
32	48.55
33.6	60.85
38.8	72.85
41.4	68.97
31.8	50.25
40.6	84.77
43.8	97.15
44.6	81.18
45.2	88.18
47	91.35
45.6	88.42
43	79.47
43.4	95.12
48.4	92.71
48	98.86
46.6	87.31
48.6	106.51
49.2	94.68
49.4	89.92
41.8	77.67
45	85.53
48.8	103.23
44.4	81.51
45.6	69.37
42.4	85.27
47.8	96.67
46.2	90.84
38.8	69.67
47.2	78.66
46.2	102.96
44.4	99.02
45	78.46
40.6	71.32
51.2	97.55
46.8	106.12
47.8	91.29
42.2	75.8
47.6	77.28
44	89.14
41.8	61.72
47	92.29
45.6	89.25
48	88.23
44.6	97.43
49.4	105.63
45.2	106.77
42.2	72.95
47.2	99.76
49.2	91.86
43	87.01
38.4	72.04
46	93.91
42	104.29
46.8	96.17
47.8	95.37
44.4	82.11
47.8	95.99
46.4	91.33
48.2	106.87
44.4	97.78
48	106.97
46.8	87.57
46.8	91.3
45.6	95.91
45	85.67
44.4	92.12
36.8	91.1
45.6	114.38
45.8	82.9
42.8	78.57
43.2	86.38
48.2	85.67
47.2	105.48
43	83.1
43.6	101.01
43.8	107.12
49.4	94.74
46.8	85.99
46.8	99.42
46.4	90.57
42.2	77.43
43	93.36
46	120.92
47.4	109.36
47.6	105.39
41.2	73.18
44.8	87.39
41.4	77.8
47.8	98.15
45.8	86.9
47.2	90.4
44.4	86.64
45	107.16
46.6	92.81
46.6	89.29
41.2	76.68
43.4	90.51
46.4	90.88
43.4	92.38
46	92.01
45	82.39
44.8	86.64
46.6	80.23
45	84.61
44.4	100.86
43.6	86.16
48.6	100.36
48.8	98.61
46.8	92.5
47	94.23
46.4	95.09
39.4	76.22
35.4	61.92
44.4	92.44
37.6	75.3
46.2	109.54
45	82.56
50	106.7
43.8	76.11
43	72.87
46	100.67
44	90.64
48.8	92.76
44.8	103.66
44.2	82.75
43.6	80.28
47	101.06
47.8	98.7
45.8	90.64
46.8	96.31
45	78.52
38.4	77.79
45.6	93.75
43.4	95.68
44.6	89.88
41.8	91.68
45.6	82.36
46.6	88.19
39	84.54
47.8	98.02
45.4	93.45
46	112.54
46.2	105.45
47	119.59
40	79.93
44.2	87.06
44	94.55
46.6	104.45
47	79.08
45	93.92
41	78.9
37.2	57.98
43	87.65
43.2	83.69
39.6	87.48
46.4	68.64
46.8	95.8
46.2	100.77
41.6	79.91
43.2	87.2
47	101.51
47.4	100.72
43.4	95.7
42.2	75.15
39.2	68.86
48.8	93
43.2	83.37
44.2	77.11
38.8	75.89
45.2	81.73
44.2	84.17
47.6	82.86
46	75.68
47.6	95.97
44.2	67.43
31.6	39.55
44	74.8
45.2	95.1
46.8	101.87
39	64.74
32.2	39.89
43.8	82.64
46.2	86.56
40.6	69.54
43.8	83.62
43.6	95.53
43.8	70.03
40.6	84.72
44.6	96.06
36.4	75.29
31.4	73.02
36.4	74.5
45.4	79.24
42.6	81.19
45.8	86.36
46.4	98.44
49	107.39
49.2	99.46
43	103.14
46	95.13
48.2	85.27
47.2	100.95
46.2	83.13
46.2	79.98
48.2	88.72
48.8	82.35
44.8	80.29
45.4	84.16
49	90.45
43	92.77
46.2	92
50.6	79.47
44.6	73.84
46.2	92.82
43.6	98.76
39	90.42
46.2	77.44
43.8	70.33
48.2	91.35
40.6	85.8
47.8	79.36
43.2	75.96
48	75.2
42.4	69.06
41.4	64.09
45.2	79.2
41.4	68.52
48.2	87.72
44.4	73.62
44.6	94.74
45.8	84.13
38.8	61.96
45	89.48
43.8	88.47
43.8	82.55
45.8	73.89
42.4	83.79
40.8	84.24
45.4	80.01
42.4	68.82
46.4	93.5
46.4	75.34
41	73.36
38	67.31
41.2	92.48
48.4	95.68
47.4	98.34
44.2	92.34
35.4	63.28
44.4	83.14
46	73.83
43.6	73.32
43.8	85.44
45.8	84.41
45.8	86.78
44.2	85.99
39	83.36
40.8	71.6
46.4	91.75
45.4	95.58
41	63.44
42.8	74.66
44	107.6
45.2	90.11
40	57.93
40.6	76.3
39.6	60.04
44.6	85.9
41.4	68.52
40.6	78.33
42.6	62.49
43	71.78
45.2	97.38
46.2	106.59
48.6	89.42
41.6	59.67
43	64.15
40.6	69.42
46	88.95
45	88.9
48.8	98.74
43.2	83.15
37.4	78.69
43.2	89.53
47.6	89.12
49.6	89.08
49	96.97
47.2	95.11
44.4	99.27
45	87.33
48.4	90.36
48.8	104.63
45.6	93.76
47.6	113.01
47.2	95.09
45.4	98.88
47.2	113.39
41.4	87.12
46.4	88.53
47.8	122
46	86.66
47	79.4
46	71.7
47	103.08
44.4	97.07
42	98.09
41.2	82.97
40.2	77
40.8	61.9
41.6	69.42
43.6	104.9
45.2	83.31
42.4	86.72
42.4	81.56
39.2	86.16
37.6	51.37
42.4	72.97
43	85.43
44.6	90.26
47.4	84.56
48.2	105.74
40.6	75.6
40.2	54.52
43.8	84.03
44	94.27
46	100.9
47.4	104.12
46.8	98.94
44.4	77.45
43	78.88
40.8	83.64
44.2	97.81
45	85.31
41.4	70.23
44.2	99.76
43.4	85.69
46.6	90.31
44.6	83.33
47.8	76.21
48	82.78
49.8	103.17
44.6	79.42
44.6	88.91
43.4	91.65
48.6	100.09
41.8	92.31
46.6	124.02
47.6	92.48
43	79.31
45.8	82.01
44.2	77.79
40.8	69.64
46.8	84.47
46.2	90.45
43.2	73.91
41.8	66.3
46.4	76.31
44.6	83.98
46.8	101.11
43.4	79.39
39.8	75.17
47	92.59
46.4	68.58
49.4	103.6
43	75.46
42.2	70.79
34.2	56.72
38.6	70.59
37.4	68.22
42.4	70.65
45.2	65.14
37.6	60.14
38.4	52.59
39.6	60.09
37.8	67.78
42.4	70.56
42.4	74.99
42.2	83.42
37.6	65.66
40	70.93
39.2	90.3
37.6	71.32
35.8	61.74
42	75.86
37	73.65
29.8	50.35
32.2	57.36
37.8	57.51
35.4	58.76
36.4	49.97
38	73.88
38	77.54
39.8	53.92
40	73.92
40.2	72.21
37	69.34
33	52.69
30.2	44.96
36.8	64.47
42.2	83.47
29.8	49.03
33	39.23
41.2	54.93
38.8	87.99
37.8	82.13
36	67.92
29.6	47.51
31.8	50.23
34.6	60.56
33.2	51.75
31.8	50.62
39.6	63.73
40.8	74.02
41.4	70.41
41.4	76.43
41.4	80.05
44	75.54
37.8	89.31
40.4	82.3
41	81.74
39	73.64
39	75.04
35.2	55.13
43.2	67.37
37.2	65.78
40	72.69
39.4	69.4
39.8	71.44
42.2	76.87
36.6	61.73
39.6	80.24
45	73.34
52.6	94.07
50.4	101.33
49.6	101.39
47	100.69
46.6	102.78
49.4	102.81
45	84.45
48.2	95.34
46.8	87.07
47.2	94.86
47	104.34
46.6	81.72
47.8	73.9
43.8	79.34
47.8	91.44
49	106.26
53	114.13
46	97.36
48.2	88.88
48.2	102.02
49.2	88.7
44.4	75.57
47.4	82.42
48.6	93.58
46.8	94.28
45.8	80.31
38.8	75.41
41	86.99
38.4	66.36
43	84.3
35.4	63.7
43.4	90.21
42.2	77.12
43.8	74.59
46	83.08
41.2	69.73
42.2	65.33
43.6	77.95
44	83.65
45	85.65
43	75.96
46.8	78.51
47	64.14
46.6	69.38
42.2	94.76
48.6	99.84
44.6	80.78
51.2	85.66
45	79.73
44	82.6
49.4	95.83
42	77.23
45.8	93.3
47	93.97
49.4	98.59
44.6	93.15
43.4	66.22
44.6	78.34
43.8	102.1
43.8	73.61
45.6	88.39
50.2	85.41
44.4	85.55
39.8	69.13
46.4	74.08
47.2	74.1
44	76.74
43.4	79.75
43.6	78.71
44.8	76.57
39.8	72.09
44.4	98.12
45.6	92.39
43.6	95.2
44.8	84.89
44.6	76.02
45.2	87.45
45.2	94.24
43.6	77.01
44.8	76.42
45.4	92.95
44.6	102.03
46	85.43
41.6	69.96
43.2	84.27
44.4	100.2
45.8	91.45
44.4	97.26
39.8	67.27
44.2	89.61
41.2	86.93
45	86.55
48.4	87.37
47.2	82.19
45.8	85.48
43.6	68.33
47.4	94.65
46	100.45
39.4	49.7
43.8	75.37
49.4	75.79
46	80.13
45.8	76.33
45.4	85.64
43.8	74.01
45.8	102.58
48.8	100.29
49.4	107.84
48.2	85.01
46.8	77.27
44.6	84.99
48.2	100.11
43.4	83.42
41.8	70.93
47.6	77.21
44.2	71.86
41.6	80.13
43	80.98
45.4	82.8
43.6	91.14
39.2	75.97
39.8	83.56
47.2	97.33
37	54.04
36.6	45.84
38.8	73.02
43.6	84.05
39.2	74.89
44	100.33
42.4	83.46
43.8	78.28
44.2	101.74
43.8	84.41
47.2	77.94
43	75.33
47.6	98.04
44.8	105.31
39.2	75.92
33.8	59.47
44	93.05
44.8	94.17
47.6	83.33
43	86.07
41.4	69.12
43.8	82.66
46.2	109.07
46.6	79.72
44.4	87.1
45.4	110.29
46.6	102.06
47	96.35
46.8	98.2
39	71.41
45	94.69
48	103.4
50.4	114.45
47	79.29
43	95.95
48.2	114.23
49.2	115.51
46.8	108.35
46	97.11
48	111.54
40.6	79.01
46	86.24
48	107.11
44.6	87.27
46.8	96.21
42.2	78.31
34.2	65.52
40	82.75
45.8	110.54
44.6	102.61
41.6	80.25
47.6	106.82
42.6	65.9
47.8	100.15
44.6	107.06
43.6	90.95
43.2	77.95
46	92.07
44.4	96.15
51.4	110.59
47.8	95.64
42.8	97.03
42.6	78.41
41.4	77.43
43.2	90.87
48.2	101.73
48.2	84.19
41.8	76.2
42.4	90.54
45.2	93.7
44.2	91.5
45.8	94.64
40.6	85.25
44.2	86.43
43.6	107.77
47	97.21
44.6	99.57
44	92.56
43	96.13
42	94.82
44	107.33
45.8	93.1
47.8	87.59
47.6	98.81
49.6	114.6
45	87.42
47	78.06
47.8	114.79
44.6	88.36
45.6	69.69
44.2	83.76
49	89.35
45.2	83.89
46.2	75.03
43	76.39
46.2	92.44
46.2	93.7
41.6	77.74
47.2	83.53
48.8	111.51
47.4	86.87
48.8	101.33
47.8	112.7
41	86.21
47.4	90.86
46.2	93.09
47.6	104.54
49.2	101.35
50	104.39
47.4	103.15
45.2	111.01
44.8	82.27
45.6	104.94
43.6	85.2
47.6	93.86
48.6	103.15
46.8	90.01
47.2	97.55
45.2	104.17
46.2	110.54
44.8	112.82
48.2	101.13
46.4	105.01
43.2	76.42
49.2	88.87
45.4	118.09
44.2	86.41
49.4	115.43
43.6	98.69
47.8	103.19
39.4	79.93
41.8	69.98
43.2	103.52
41.6	80.92
44.8	95.08
43	87.11
39.8	94.15
44.2	64.07
41.4	72.79
39.8	74.93
45.2	79.53
41.6	78.44
37.8	65.86
42.8	100.45
41	105.2
46	82.28
47.6	89.41
47.8	86.55
48.4	101.89
48.8	112.18
48.6	120.42
46.6	113.94
51	108.11
44.2	92.14
44.8	81.17
46.6	96
48.6	98.59
47.2	110.2
43.8	76.65
41.4	85.07
45	86.76
44.6	94.24
43.4	95.45
44.8	77.29
39.6	84.11
44.6	92.52
47.4	96.5
43.2	70.52
46	107.37
40.4	75.28
42.4	74.89
46.4	105.79
41.8	88.2
46.4	80.24
48	101.4
44.2	107.88
44.8	89.25
47.8	104.9
46.4	90.24
44.6	106.6
47	92.37
42.8	99.35
43.4	81.06
45.4	91.99
44.2	99.44
44	90.98
49.4	113.16
47.2	96.3
43.4	75.97
47	86.96
43	102.66
44	103.57
46	85.59
45.4	86.5
43.6	85.01
43.8	80.2
39.4	74.65
42.6	106.74
42	83.35
36	64.95
50.2	68.84
46.8	88.73
43.4	88.29
48.8	91.97
47.6	94.86
45.8	85.41
38.4	75.93
46.2	105.5
47.2	113.41
45.6	98.7
45.4	79.86
37.2	65.9
36.2	54.22
41.2	74.15
47	101.98
48	86.52
45.6	96.2
40.4	77.01
47	97.46
44	81.69
45.2	85.28
44	83.56
44.8	73.64
41	72.01
45.2	90.88
44.6	95.98
43.6	89.81
45.4	95.41
44.8	78.36
45.6	78.79
35	59.84
46.8	100.1
44.2	95.2
45.4	96.65
39.6	73.04
46	80.95
43.2	69.96
47	88.84
44.2	92.76
51.2	91.61
46.4	90.82
48.4	82.69
44.2	76.29
44.8	99.84
42.8	89.82
42	85.5
46.4	76.1
49.4	92.9
48	91.83
46.2	99.01
47	82.77
47.2	73.06
46.8	83.91
35.8	51.56
45.4	71.45
44.4	80.57
46.8	81.45
48.6	80.83
49.8	87.92
48.4	93.52
49.8	114.51
42	75.39
45.4	77.61
44	87.45
43.6	100.09
39	74.54
43.4	84.23
41.2	64.15
42.2	71.77
46.2	88.65
44	94.73
48	79.49
44	75.34
44.2	79.17
45.4	81.05
45	86.04
36	62.69
36	61.31
41.6	74.74
44.4	77.8
42	80.72
42.4	87.65
46.4	99.2
46.4	103.8
46.4	85.78
44	84.7
44	79.19
44.8	90.47
43.4	88.67
43.2	91.28
39.6	68.36
42.6	71.7
45.2	92.35
43	88.56
44.8	65.47
44.8	81.77
42.6	67.42
45.8	75.63
46.2	102.77
48.8	100.36
38.6	84.21
47	90.36
50.4	92.15
44.2	81.67
47.4	85.68
47	84.33
45	73.66
43.6	70.79
40.6	76.02
45.2	90.78
42.6	76.47
40	80.21
40.6	76.91
45.8	90.78
43.6	85.52
46	83.82
46.8	91.51
44.2	91.15
48.6	92.48
45.6	96.95
43.6	87.79
42.2	58.19
45.2	80.22
50.8	103.07
43.6	79.11
45	82.39
41.2	67.39
43.6	77.87
46.4	80.08
45	80.51
47	92.63
44	81.82
45	60.49
30.4	37.57
47.4	72.84
46.8	91.86
43.6	88.37
42.4	66.63
44.6	69.18
45.6	81.57
41.8	73.37
37.2	56.01
41.2	66.74
40.8	81.45
43	67.17
45.2	79.68
42.8	81.18
48	87.88
45	81.27
40	87.43
39.4	70.43
46	79.08
43.2	84.09
39.6	78
44	83.13
43.4	57.04
46.2	75.94
46	77.63
44.8	71.08
45	77.06
44.8	90.32
43.2	86.23
46.8	81.64
43	81.16
45.6	96.32
42.2	71.92
46.8	96.07
42.4	90.3
42.6	69.14
45.8	82.77
42	70.2
50.6	91.53
42.2	82.08
45.6	83.91
45.6	94.86
40.8	81.58
39.2	77.91
39.8	66.24
43.8	71.59
43.4	69.27
43.2	82.34
44.6	73.05
41.2	88.77
42.2	79.6
43.4	100.85
44.8	86.96
40	58.25
41	88.34
43.4	86.26
42.6	86.16
43	71.6
41.4	71.34
47.4	98.72
45.2	89.37
44	81.65
43.4	85.73
41.4	79.23
50	89.37
48.2	97.65
47.6	80.72
45.4	88.27
49.6	94.24
50.8	87.82
51	92.44
52.4	95.53
50.4	109.28
50	106.44
46.8	97.67
49.6	80.17
51	108.15
48.4	92.51
48.8	75.65
48.6	99.58
46.6	99.27
45	97.32
46.2	91.05
41.6	80.28
44.2	77.33
46.6	94.34
48.2	92.03
46.4	106.74
49.8	92.31
40.8	69.83
44.8	92.17
45	80.12
41	72.29
43.6	85.15
45.2	86.03
48.6	90.71
49.2	95.6
48.4	119.72
51	87.96
48.2	93.13
47.6	117.77
49.2	81.56
50.2	87.44
47.2	92.43
50.6	101.19
49.8	95.56
42.8	71.64
44	86.07
42.6	79.54
39.8	62.58
25	41.45
38.8	70.17
44	92.45
44.6	83.81
48.8	92.66
47.4	112.3
46.2	50.96
41.2	78.9
45	90.19
40.6	74.1
44.8	95.94
48.2	93.99
43.6	102.42
47.6	87.27
45.8	92.04
44.8	89.96
42.4	82.36
46.8	108.29
45	71.11
50.2	104.31
48.6	89.27
45.6	83.9
39.4	81.78
41.8	91.84
46.4	83.32
48.6	95.57
46	99.59
46.6	101.86
42	94.86
46	95.92
48.8	111.98
48	93.06
44.6	84.94
46.4	88.9
48.2	92.82
45.2	111.64
44.6	117.6
46.4	92.3
46	79.28
47.4	86.59
42	85.97
46.2	83.33
47.4	93.51
41.6	80.28
48.2	89.78
45	99.22
40	71.92
49	105.69
52	98.36
47.6	105.73
48.8	108.41
44.6	80.51
45.4	81.85
41.2	93.51
47.8	91.6
48.4	107.91
45.8	96.22
43	81.07
45.8	100.69
39.6	77.34
47.4	102.84
44.8	101.83
42.8	79.24
46.4	87.64
42.4	71.64
38.4	75.8
45	96.98
43.4	78.96
42.6	93.08
38.8	65.51
45.6	73.75
41.2	65.69
41	81.81
44.4	101.62
46.2	91.91
43.8	85.91
39.2	74.83
47.2	106.8
46.6	92.7
46.8	93.79
41.2	100.97
44.8	104.73
47.4	100.29
44.4	90.93
47.2	92.73
48.2	105.36
49.6	89.11
37.6	76.57
39.8	66.15
47	91.91
46.2	113.52
43	109.51
43.8	108.93
45	85.73
48.2	97.15
47	98.11
47.2	110.36
41.4	93.17
43.6	100.33
48.6	111.23
43.2	102.86
47.4	113.62
46.8	92.15
46.6	99.88
46.2	94.07
46.2	103.72
43.2	99.63
43.8	86.66
45.4	88.55
47.4	92.01
47.4	97.63
45.4	118.99
44.4	87.63
47.2	106.37
47.6	94.41
46	77.14
44.8	79.64
50.2	102.84
48.6	104.72
44.8	79.09
49.2	94.84
43.6	79.05
45.4	103.88
45.4	97.4
44	90.59
44.6	80.11
47.6	100.64
48.4	113.82
46	100.77
49.2	101.76
42	70.93
41.8	71.05
44.6	80.5
45.2	98.62
45.2	103.64
48.8	117.75
47.4	112.39
