11.7964864633,17.5475640699,16.5581284758,7.0703755531,9.9040884337,10.3304768051,11.342352827,12.8440823378
7.4336532712,11.2180528363,10.4750262089,4.5554498014,6.2237790658,6.5478531014,7.1204788304,8.0567220002
1.2793733258,1.8439582437,1.2915304185,0.9159831602,1.4444569492,1.3700829944,1.4718635961,1.2742324643
1.182144194,1.2157701121,1.0961496662,0.898528758,1.3345713053,1.0408068317,1.4394352345,0.8448149932
1.1328814339,1.5682754019,1.1655596692,0.8774939656,1.3519216701,1.2093470006,1.3615644978,1.1577764361
1.0732475664,1.6813141467,1.2576660226,0.8397506855,1.1776364739,1.1914874458,1.2652394632,1.3099607215
0.9868756877,1.7096287061,0.7904094109,0.8868924898,1.3187840364,1.3106511984,1.7759861582,1.1980272575
0.8193174839,1.167701209,0.7029864314,0.6743068215,0.8664240742,0.7573051583,1.0653356815,0.7867000432
0.8131596389,1.1745054829,0.8013372834,0.6106057125,0.9697447152,0.9858774444,1.2480652322,0.8072777103
0.6814141653,1.0761727495,0.7053881616,0.6408898463,0.8584522849,0.842700845,0.981384627,0.9321004823
0.6337718907,0.537537643,0.4271477172,0.436360056,0.6711933925,0.5913163542,0.7948148757,0.5063010626
0.6012001316,0.623359292,0.396045311,0.5967317005,0.6647846992,0.5757080038,0.7751871831,0.6211741933
0.5712211493,0.7381539785,0.2613082465,0.5388487255,0.8428213256,0.5817112155,0.9708240751,0.4230858812
0.5342740792,0.7416658619,0.3867986497,0.5660000179,0.6378994492,0.5221293392,0.659661145,0.4558744717
0.5295746712,0.780735564,0.2597471218,0.4934971163,0.6605643402,0.6632048146,0.9543965498,0.4929594982
0.4957065236,0.4986874336,0.3787528536,0.4266631658,0.4195349477,0.3866068347,0.5969378666,0.3294688022
0.4882522902,0.3722596335,0.104235091,0.4573948484,0.3831148125,0.4095691195,0.6438736531,0.245349108
0.4760986487,0.4936391013,0.3068210339,0.4215909464,0.5006596265,0.4010145428,0.598431278,0.3039163145
0.4569769194,0.3623824617,0.2900089224,0.4763410799,0.314182282,0.2744968558,0.4103681152,0.2272588512
0.449522686,0.5309528617,0.2832840778,0.4200991171,0.5950706207,0.4711020396,0.608565141,0.4499951382
0.4449853265,0.4997848971,0.4295494474,0.3261138743,0.3903050538,0.5159760472,0.5032796381,0.4843666262
0.4370449474,0.5173443138,0.4237852949,0.2753916798,0.3606062311,0.4804070178,0.5498954079,0.4219552402
0.4200298493,0.5280994565,0.3642223858,0.4460569461,0.4276630465,0.4166228932,0.5439217623,0.4355229328
0.4137099558,0.3689672429,0.48899227,0.3552045447,0.4162524462,0.5884648287,0.4810918117,0.613259706
0.4043111397,0.2464903116,0.2402931072,0.3462535692,0.3340336003,0.3553901337,0.504133016,0.2720322368
0.4036629455,0.372698619,0.371787836,0.2576389117,0.3521655131,0.3448845132,0.3702593522,0.2946450579
0.3981532947,0.32901957,0.3588184928,0.2185529853,0.4773694971,0.3858564332,0.6656347905,0.2699970829
0.3955605178,0.1510109834,0.441678185,0.12546284,0.6744758939,0.1446774024,0.10133863,0.0981396432
0.3928056924,0.6793299327,0.3182292524,0.4248729707,0.3559169433,0.5622007774,0.5363480331,0.7625043247
0.3902129156,0.3863071669,0.2830439048,0.2853869358,0.4915936701,0.3812039441,0.4719179989,0.3052730837
0.3889165272,0.2429784283,0.2356097333,0.3313352767,0.2713534535,0.3276252795,0.4868521128,0.2451229798
0.3866478474,0.2835845793,0.3225523667,0.2707670091,0.6080443169,0.4133211268,0.3342041344,0.4068046501
0.3840550706,0.4187920877,0.2573453916,0.3477453985,0.4800267602,0.3556902943,0.544668468,0.2865044423
0.3766008371,0.2458318335,0.3169083007,0.2546552532,0.4617385378,0.4161726524,0.5983246058,0.2966802117
0.3759526429,0.4049640471,0.2727164649,0.3452092887,0.3887419579,0.4170731341,0.5858439534,0.3622573927
0.3696327494,0.2708540022,0.2950525559,0.368481825,0.3135570436,0.4044663895,0.4495168281,0.3961766242
0.3582893507,0.2947787075,0.2764391468,0.3064217282,0.4087495858,0.4043163092,0.390420406,0.3622573927
0.3540760883,0.187446773,0.2448563945,0.2006510343,0.2627564259,0.216715943,0.2663605884,0.1616816703
0.3344682134,0.1222574386,0.2036667215,0.2861328504,0.1384902994,0.1280184899,0.1889165407,0.0820845403
0.3343061648,0.2873159554,0.3495718315,0.2731539359,0.3273122878,0.3286758416,0.3584187334,0.350724854
0.331713388,0.4021106419,0.4217438243,0.2096020098,0.2938620349,0.3268748781,0.3537251547,0.3256246226
0.3315513394,0.290608346,0.3122249268,0.1919984246,0.4442318634,0.2808002281,0.2770278127,0.2591429289
0.3278242227,0.4280107815,0.0846609898,0.8146879541,0.1822569855,0.210562651,0.4278623629,0.1449481827
0.3257175915,0.0739690427,0.0972700734,0.1821523516,0.0586160974,0.1827977968,0.2309454041,0.1148731308
0.3232868632,0.2515386439,0.1264510954,0.294934643,0.3543538474,0.2624904324,0.4141016437,0.1876864144
0.3117814159,0.327483121,0.2075094898,0.4556046533,0.1736599579,0.2723957317,0.2966555052,0.2993937503
0.3114573188,0.1861298168,0.1359379297,0.2361565705,0.2260236715,0.2029085561,0.3321773618,0.1336417722
0.3101609304,0.2625132793,0.3806742377,0.1888655832,0.1950743721,0.2318740526,0.2064107884,0.1849728759
0.3095127362,0.2317843001,0.221199352,0.2980674844,0.2818261962,0.2380273446,0.3268437497,0.2073595687
0.3010862115,0.3386772491,0.1238091921,0.2079609976,0.3812390974,0.2656421185,0.3302572614,0.1664303627
0.2989795803,0.3470179721,0.2064287112,0.4374043364,0.2902669143,0.2890546442,0.3823133156,0.2822080063
0.2988175317,0.1876662657,0.0827396056,0.3277548865,0.475493782,0.2711950894,0.5156536182,0.1793196707
0.2968729491,0.2344182126,0.1986230881,0.2312335339,0.3062104928,0.2669928412,0.3982074796,0.1745709783
0.2912012497,0.2794142179,0.2573453916,0.1888655832,0.3521655131,0.3144182137,0.3684459241,0.2247714409
0.290391007,0.2862184918,0.2051077596,0.5213943233,0.2465002282,0.1800963515,0.2376657553,0.2247714409
0.2811542394,0.5180027919,0.3865584767,0.1441107057,0.2605680916,0.364244871,0.3119096358,0.4267039326
0.2702969864,0.2662446554,0.2053479327,0.4329288487,0.283076673,0.2099623298,0.2453461568,0.2514545697
0.2673801124,0.3022414595,0.1983829151,0.238991046,0.2133625945,0.3147183743,0.3026291508,0.3301471869
0.2665698697,0.173179747,0.2825635588,0.1694718029,0.1888219884,0.1943539794,0.1825162062,0.168917773
0.261384316,0.4119878138,0.2700745617,0.2121381195,0.3198094273,0.3321276883,0.4595440188,0.2932882886
0.258467442,0.2078595949,0.0565607464,0.1709636322,0.2017956846,0.2473323228,0.2713741838,0.1266317977
0.252309597,0.0697986813,0.0997918901,0.0792161332,0.3953069608,0.0897480152,0.0745638972,0.0563059243
0.2513373057,0.1892027147,0.1868546101,0.1809588882,0.2871407224,0.2866533595,0.4214620284,0.1910783376
0.2506891115,0.1810814845,0.1612761834,0.215121778,0.1170758852,0.1376236286,0.2051307215,0.1010793099
0.2445312665,0.2982905908,0.4692980823,0.1384417545,0.1949180625,0.1951043808,0.134833714,0.2632132366
0.2440451208,0.2201511866,0.1265711819,0.1814064369,0.2130499753,0.2101124101,0.2943087159,0.1781890296
0.2425866838,0.2862184918,0.2292451482,0.1642504006,0.2787000044,0.168540169,0.2475862738,0.1510536444
0.2416143925,0.1428897532,0.2584261702,0.1018919379,0.0547083576,0.0634839639,0.030401589,0.052687873
0.235618596,0.1090878761,0.1744856995,0.1599240957,0.2321197457,0.2575377827,0.1560614901,0.2143695432
0.2352944989,0.2414419793,0.1330558534,0.2076626318,0.3240297864,0.2432801549,0.3280171444,0.1666564909
0.2339981105,0.1093073688,0.1764070837,0.1330711692,0.220865455,0.1877504465,0.2081175443,0.1345462851
0.2317294308,0.2368326324,0.0835802112,0.2119889366,0.3365345538,0.2062103225,0.3442313252,0.1539933111
0.229460751,0.280072696,0.1846930529,0.2994101307,0.2399352253,0.2536356951,0.2830014582,0.2928360322
0.2275161684,0.1966654668,0.1029141393,0.2548044361,0.2947998925,0.2207681109,0.2807613411,0.1481139777
0.2228167604,0.2091765512,0.1719638828,0.1682783395,0.2655699986,0.216715943,0.2550533308,0.1802241835
0.2202239835,0.3002660252,0.3567770222,0.1648471323,0.2218033125,0.3106662064,0.2272118756,0.33353911
0.2202239835,0.0888945469,0.0435914032,0.1967722782,0.1630309055,0.2135642569,0.2281719258,0.1983144403
0.2168209639,0.2568064689,0.1063966481,0.2216858267,0.3088677558,0.242829914,0.3638590177,0.1662042345
0.2168209639,0.259001396,0.1408614766,0.1570896202,0.263850593,0.1779952274,0.3048692678,0.1184911821
0.2160107211,0.2434174137,0.1493876188,0.2740490334,0.1795997224,0.1978058261,0.2335055379,0.2114298765
0.2130938472,0.0502638302,0.0024017302,3.7495636399,0.0203202471,0.2871036004,0.1182995165,0.0323363341
0.2117974588,0.2614158158,0.1366584487,0.2373500339,0.215082,0.2381774249,0.2923886155,0.2304246462
0.2117974588,0.1604491699,0.099311544,0.2516715947,0.1738162675,0.2059101619,0.2794812742,0.1806764399
0.2096908276,0.1257693219,0.0941478241,0.1500780227,0.1574037602,0.2042592787,0.2509997856,0.1399733621
0.2079082935,0.2159808251,0.1723241423,0.2548044361,0.1883530596,0.1577343879,0.1817695005,0.1906260812
0.2070980507,0.1826179334,0.1196061643,0.1937886197,0.2174266439,0.247932644,0.3298305725,0.2071334405
0.2059637108,0.3090457335,0.4198224401,0.1163626816,0.1814754375,0.2147648992,0.1882765073,0.2482887748
0.2056396137,0.2666836408,0.2816028667,0.2024412294,0.3362219346,0.2587384251,0.305402629,0.2100731073
0.2053155166,0.1933730761,0.1880554752,0.207215083,0.193980205,0.2362263811,0.2534532472,0.2598213135
0.203370934,0.0564096261,0.1080778593,0.1581339006,0.0926915887,0.1170626285,0.0580296997,0.0728132837
0.2030468369,0.0908699813,0.1364182757,0.1033837671,0.2149256904,0.1166123876,0.1362204531,0.0755268222
0.2028847883,0.0950403428,0.0767352801,3.5074397525,0.1531834012,0.2651918777,0.1599016909,0.1089937973
0.1973751375,0.3200203689,0.2550637479,0.1338170838,0.2072665204,0.2252705197,0.1723823432,0.2462536209
0.1967269433,0.1288422199,0.2523017582,0.0930901453,0.2111742602,0.1803965121,0.208010872,0.1316066183
0.1959167006,0.0177789094,0.0957089487,0.0951787062,0.0481433547,0.0567303507,0.0260280271,0.0497482062
0.1951064578,0.1503525053,0.0912657478,0.1723062785,0.1795997224,0.1656886434,0.2405459059,0.1386165928
0.1925136809,0.2473682824,0.0736130308,0.1706652663,0.2088296163,0.1975056655,0.3126563415,0.1275363105
0.1915413896,0.0974547626,0.1007525822,0.109500267,0.1026954026,0.1142111029,0.1287533962,0.0791448736
0.1905690983,0.1338905522,0.1131214927,0.3881739712,0.265413689,0.1532319791,0.2047040325,0.1336417722
0.1886245157,0.0880165761,0.1194860778,0.1390384862,0.1539649491,0.1764944245,0.1233131118,0.1257272849
0.1878142729,0.1305981615,0.1066368212,0.1197938889,0.1453679215,0.1722921763,0.1469943496,0.1390688493
0.1831148649,0.0849436782,0.1534705602,0.0948803404,0.1183263619,0.1185634314,0.1003785798,0.097913515
0.17582268,0.1439872167,0.1281323065,0.1500780227,0.184757939,0.1472287674,0.2019305542,0.1257272849
0.1737160488,0.0888945469,0.0776959722,0.1097986329,0.3832711221,0.1836982786,0.171422293,0.1010793099
0.1735540002,0.0941623719,0.1471059751,0.1196447059,0.1445863736,0.15368222,0.1556348012,0.1331895158
0.1735540002,0.1630830824,0.1479465807,0.2832983748,0.1728784099,0.1532319791,0.1537147008,0.1630384395
0.1735540002,0.1786670647,0.1102394165,0.2776294236,0.1674075741,0.1614863952,0.2031039489,0.1677871319
0.1704750777,0.1670339511,0.0662877537,0.2316810827,0.1866336541,0.2015578334,0.188596524,0.1956009018
0.1701509806,0.1143557011,0.0593227361,0.1803621565,0.1967937776,0.1340217016,0.2566534144,0.0972351304
0.1701509806,0.1288422199,0.1468658021,0.0708618894,0.2947998925,0.1355225045,0.1696088649,0.0940693354
0.1690166408,0.0539952063,0.034584915,0.1063674256,0.0295425131,0.127568249,0.1210729947,0.0743961811
0.1673961552,0.1455236657,0.1211672889,0.1417237789,0.1863210349,0.2102624904,0.2650805215,0.1960531582
0.1639931356,0.1903001782,0.1252502303,0.2096020098,0.1639687631,0.1157119059,0.1539280453,0.1530887983
0.16350699,0.0392891948,0.040709327,0.1438123398,0.0533015712,0.1067070883,0.0801108538,0.0542707704
0.1630208443,0.0783588969,0.1474662347,0.0778734869,0.0447045436,0.0399213579,0.0236812377,0.0352760008
0.1630208443,0.0471909323,0.0945080836,0.0947311575,0.1469310175,0.142426198,0.0950449677,0.075300694
0.1623726501,0.1334515667,0.128252393,0.153360047,0.1497445901,0.1121099788,0.1353670752,0.1083154127
0.1618865044,0.1799840209,0.1013530147,0.189313132,0.1348951788,0.1571340667,0.1884898517,0.1695961576
0.1617244559,0.0823097657,0.0792570968,0.1575371689,0.0855013474,0.1208146358,0.1615017745,0.1130641051
0.1610762617,0.1850323532,0.1352174106,0.2846410211,0.1586542369,0.1619366361,0.1882765073,0.1876864144
0.1609142131,0.076822448,0.2436555294,0.1108429134,0.1602173329,0.1338716213,0.124273162,0.0961044893
0.1607521646,0.1270862782,0.1532303872,0.0881671087,0.1710026948,0.1325208987,0.1328069414,0.0990441561
0.1607521646,0.1371829428,0.1021936203,0.2022920465,0.1902287747,0.1370233075,0.1906232966,0.1397472339
0.1596178247,0.0862606344,0.1587543666,0.1084559866,0.1398970858,0.1560835047,0.1163794161,0.1684655166
0.1576732421,0.1782280793,0.1371387948,0.1272530351,0.1323942253,0.1232159205,0.1671554033,0.1209785924
0.155890708,0.1237938876,0.0764951071,0.2503289483,0.108322548,0.1016043583,0.2159046179,0.0827629249
0.1552425138,0.0722131011,0.0569210059,0.1112904621,0.0522074041,0.0754903874,0.0884312887,0.0413814625
0.152973834,0.0601410021,0.0841806437,0.0659388529,0.1938238954,0.1149615044,0.0768040143,0.1058280024
0.1520015427,0.1707653272,0.0255784267,0.2225809243,0.2787000044,0.0947006649,0.2364923607,0.093617079
0.1511912999,0.0201933292,0.0534384971,0.0771275723,0.0573656206,0.0592817157,0.0340284452,0.0287182827
0.1510292514,0.1101853396,0.0977504194,0.1306842424,0.1145749317,0.1508306944,0.1772892663,0.1415562596
0.1507051543,0.1128192521,0.11011933,0.1296399619,0.1283301759,0.1215650373,0.1319535634,0.1121595922
0.1500569601,0.0548731771,0.0628052449,0.159327364,0.1353641076,0.1080578109,0.1287533962,0.0743961811
0.1495708144,0.1786670647,0.0283404164,0.2645013262,0.2491574913,0.2032087167,0.2934553379,0.1467572084
0.1490846687,0.1292812053,0.0240173021,0.1268054864,0.2047655669,0.1653884828,0.2052373937,0.170048414
0.1490846687,0.0932844011,0.069410003,0.2204923633,0.0922226599,0.0810433582,0.1296067741,0.0712303862
0.148274426,0.1591322136,0.1812105441,0.0783210357,0.1080099288,0.1631372784,0.1123258709,0.1594203882
0.1473021347,0.1334515667,0.1008726687,0.2024412294,0.1416164913,0.1553331032,0.1625684969,0.1594203882
